,Employer,salary_total_x,salary_total_y,change,y,Sector
860,Township of Blandford-Blenheim,216455.72,101856.85,112.50973302237401,0,Municipalities and Services
861,Ritz Lutheran Villa,215571.55,108500.0,98.68345622119814,0,Other Public Sector Employers
862,Valley Manor Inc.,215548.45,108354.73,98.92851008903814,0,Other Public Sector Employers
863,Innovation Guelph,215348.24,236550.66,-8.96316247859973,0,Other Public Sector Employers
864,Municipality of Grey Highlands,214440.96000000002,143455.71,49.482345457005536,0,Municipalities and Services
865,Clinton Family Health Team,214417.16,203101.92,5.571212719210128,0,Other Public Sector Employers
866,Grove Park Home for Senior Citizens,209690.02999999997,104173.34,101.28953338733307,0,Other Public Sector Employers
867,North Centennial Manor Inc.,209335.90999999997,101677.25,105.882741714592,0,Other Public Sector Employers
868,Township of South-West Oxford,208345.38,104321.17,99.71534061590759,0,Municipalities and Services
869,Momiji Health Care Society,208005.5,106201.45999999999,95.8593601255576,0,Other Public Sector Employers
870,Dorval Medical Associates Family Health Team,207669.12,207669.12,0.0,0,Other Public Sector Employers
871,Township of Georgian Bluffs,207099.87,135340.19999999998,53.02169643609218,0,Municipalities and Services
872,Kina Gbezhgomi Child and Family Services,206407.6,204661.0,0.8534112508000957,0,Other Public Sector Employers
873,Contact North / Contact Nord,187833.61,187682.37,0.0805829551278503,0,Other Public Sector Employers
874,Wine Marketing Association of Ontario,186999.0,161108.0,16.07058619062989,0,Other Public Sector Employers
875,Caledon Community Services,184374.41,172414.04,6.937004666209323,0,Other Public Sector Employers
876,"The Royal Life Saving Society Canada, Ontario Branch",172062.37,160085.2,7.48174721960555,0,Other Public Sector Employers
877,Carefirst Seniors and Community Services Association,170463.11,161237.41999999998,5.721804528998287,0,Other Public Sector Employers
878,The Glebe Centre Inc.,169626.35,168095.0,0.9110027068027104,0,Other Public Sector Employers
879,Laidlaw Foundation,169329.24,165008.0,2.6188063609037027,0,Other Public Sector Employers
880,Licence Appeal Tribunal,167347.79,398877.42000000004,-58.04530875676042,0,Crown Agencies
881,City of Ottawa - Police Services Board,164218.31,153947.14,6.671881010585823,0,Municipalities and Services
882,Safehaven Project for Community Living,163031.18000000002,187086.66999999998,-12.857939050387701,0,Other Public Sector Employers
883,Peel Career Assessment Services Incorporated,162291.89,161001.88,0.8012390911211753,0,Other Public Sector Employers
884,Ukrainian Home for the Aged,159421.42,143233.88,11.30147420428742,0,Other Public Sector Employers
885,Operation Springboard,158615.83,152336.07,4.1223066867879465,0,Other Public Sector Employers
886,Regional Tourism Organization 7,157677.0,155287.5,1.5387587539241743,0,Other Public Sector Employers
887,Agricultural Adaptation Council,155607.75999999998,150079.28999999998,3.683699463130452,0,Other Public Sector Employers
888,Toronto North Support Services,154788.9,136126.8,13.709350399774323,0,Other Public Sector Employers
889,Progress Career Planning Institute,154499.81999999998,164211.11,-5.913905581662537,0,Other Public Sector Employers
890,Community Living Brant,154265.42,137846.91,11.910684106012969,0,Other Public Sector Employers
891,Ottawa Inner City Health Inc.,154133.88,156842.76,-1.727131045130803,0,Other Public Sector Employers
892,Community Living Ajax-Pickering and Whitby,153244.36000000002,156932.53,-2.3501628374945516,0,Other Public Sector Employers
893,Southwest Ontario Tourism Corporation,151623.18000000002,137360.75,10.38319170505404,0,Other Public Sector Employers
894,JobStart,151408.01,146953.92,3.030943305221112,0,Other Public Sector Employers
895,Ottawa Network for Education,150421.85,135689.69,10.85724346484984,0,Other Public Sector Employers
896,Central Toronto Youth Services,150359.40999999997,156653.80000000002,-4.018025735730668,0,Other Public Sector Employers
897,Pay Equity Hearings Tribunal,150054.37,146456.26,2.456781294292232,0,Crown Agencies
898,Food and Beverage Ontario,149999.98,233577.5,-35.78149436482537,0,Other Public Sector Employers
899,Municipality of Wawa,149738.58,153325.63,-2.3394979691262474,0,Municipalities and Services
900,Canadian Deafblind Association Ontario Chapter,149575.58000000002,127209.54,17.582046126414742,0,Other Public Sector Employers
901,Job Skills - Employment and Business Programs and Supports,149420.92,149797.89,-0.2516524097902817,0,Other Public Sector Employers
902,Municipality of Brockton,148430.01,239551.88999999998,-38.03847258312175,0,Municipalities and Services
903,The Rekai Centres,148192.38,262283.18,-43.49909132564276,0,Other Public Sector Employers
904,Ontario Racing Commission,148101.87,986635.37,-84.98919920132197,0,Crown Agencies
905,Project Hostel o/a Yellow Brick House,146828.04,147426.22,-0.40574871959682124,0,Other Public Sector Employers
906,Sarnia Lambton Economic Partnership,146346.72,144181.44,1.501774430883751,0,Municipalities and Services
907,St. Stephen's Community House,146277.28999999998,135916.9,7.622591451099892,0,Other Public Sector Employers
908,Ontario Aboriginal Housing Support Services,145267.93,145861.56999999998,-0.4069886262707767,0,Other Public Sector Employers
909,Craigwood Youth Services,145184.76,143817.05000000002,0.9510068521082715,0,Other Public Sector Employers
910,Guelph Family Health Team,144488.32,144510.15,-0.01510620534266316,0,Other Public Sector Employers
911,Let's Talk Science,144384.67,129778.93,11.254323024546453,0,Other Public Sector Employers
912,Association of Family Health Teams of Ontario,144306.28,140691.56,2.569251488859736,0,Other Public Sector Employers
913,LIUNA Local 1059 Training Trust Fund,144150.13,110651.0,30.27458405256167,0,Other Public Sector Employers
914,Community Living Huronia,144043.21000000002,151674.19999999998,-5.031172078046209,0,Other Public Sector Employers
915,Toronto Business Development Centre,143822.36,215971.76,-33.40686763862091,0,Other Public Sector Employers
916,Couchiching Family Health Team,143087.03,128160.96,11.646346906265359,0,Other Public Sector Employers
917,College of Midwives of Ontario,142966.91,138433.07,3.2751133815063005,0,Other Public Sector Employers
918,Idlewyld Manor,142721.23,137482.9,3.810168391850932,0,Other Public Sector Employers
919,Peel Senior Link,142611.63999999998,147619.84,-3.3926334021226467,0,Other Public Sector Employers
920,Community Living Cambridge,142540.18,133329.19,6.908457180306882,0,Other Public Sector Employers
921,TransCare Community Support Services,142022.91999999998,142173.14,-0.1056599017226656,0,Other Public Sector Employers
922,St. Clair O'Connor Community Inc.,141719.52,116341.75,21.813123835596414,0,Other Public Sector Employers
923,Township of Douro-Dummer,141464.73,125350.10999999999,12.855688758470208,0,Municipalities and Services
924,Geraldton District Hospital,140810.08,537583.0,-73.8068205281789,0,Hospitals and Boards of Public Health
925,Township of Puslinch,140343.71,241323.86,-41.84424615120942,0,Municipalities and Services
926,Social Enterprise For Canada,140276.52,139698.98,0.4134174780660471,0,Other Public Sector Employers
927,Upper Canada Family Health Team,140234.61000000002,135201.28,3.72284197309376,0,Other Public Sector Employers
928,Ontario Independent Meat Processors Association,140192.37,135000.0,3.8461999999999996,0,Other Public Sector Employers
929,Blue Hills Child and Family Centre,139130.62,139197.93,-0.04835560413865014,0,Other Public Sector Employers
930,Contact Hamilton for Children's and Developmental Services,138772.16,123266.78,12.578717477652933,0,Other Public Sector Employers
931,Turning Point Youth Services,138710.76,252495.38999999998,-45.064042555390806,0,Other Public Sector Employers
932,Findhelp Information Services,138341.01,143126.57,-3.3435860301829323,0,Other Public Sector Employers
933,Estonian Relief Committee in Canada,138029.72,120242.68000000001,14.792617729411873,0,Other Public Sector Employers
934,Responsible Gambling Council (Ontario),138016.38,138016.38,0.0,0,Other Public Sector Employers
935,Georgian Bay Family Health Team,137149.26,115538.79000000001,18.704081979740316,0,Other Public Sector Employers
936,Tobias House Attendant Care Inc.,136731.63,148992.32,-8.22907516306881,0,Other Public Sector Employers
937,Ontario 211 Services Corporation,136500.0,150000.0,-8.999999999999996,0,Other Public Sector Employers
938,Boys and Girls Club of Ottawa,135411.38999999998,136152.63999999998,-0.5444257268900521,0,Other Public Sector Employers
939,Huronia Transition Homes,135159.47,125456.4,7.734216827519358,0,Other Public Sector Employers
940,Hamilton Halton Brant Regional Tourism Association,135084.3,130192.07,3.75770198599652,0,Other Public Sector Employers
941,Fernie Youth Services,134182.5,141840.16,-5.398795376429355,0,Other Public Sector Employers
942,Schizophrenia Society of Ontario,134175.03,129979.72,3.227665054209994,0,Other Public Sector Employers
943,Ausable Bayfield Conservation Authority,133913.78,122584.17,9.242310813867727,0,Other Public Sector Employers
944,City of Toronto - Applegrove Community Complex,133683.53,102424.76,30.518763236545542,0,Municipalities and Services
945,Office of the Fairness Commissioner,133229.16,133051.72,0.13336167318993564,0,Crown Agencies
946,Interim Place,133149.35,113659.26,17.147824119213873,0,Other Public Sector Employers
947,Meta Centre,133066.76,129497.58,2.7561750574798483,0,Other Public Sector Employers
948,City of St. Catharines - Library Services,132889.66,241769.65000000002,-45.03459801509412,0,Municipalities and Services
949,Ring of Fire Infrastructure Development Corporation,132821.5,118952.44,11.659332082637386,0,Crown Agencies
950,Lake Ridge Community Support Services,132783.98,134043.98,-0.9399899943287271,0,Other Public Sector Employers
951,Community Living Algoma,132370.14,350829.29,-62.269358980830816,0,Other Public Sector Employers
952,Traverse Independence Not-For-Profit,132011.85,116629.31,13.189257485961292,0,Other Public Sector Employers
953,Corbrook Sheltered Workshop,131889.3,133892.35,-1.4960152689828976,0,Other Public Sector Employers
954,Municipality of Morris-Turnberry,131693.52000000002,119614.45999999999,10.098327576782973,0,Municipalities and Services
955,Municipality of Thames Centre,131589.44999999998,346002.17,-61.96860557261823,0,Municipalities and Services
956,The Arthritis Society,131543.44,131750.0,-0.15678178368121465,0,Other Public Sector Employers
957,360Kids Support Services,131421.19999999998,114149.43000000001,15.13084209005684,0,Other Public Sector Employers
958,Community Living Haldimand,131306.32,141710.97999999998,-7.34216925181096,0,Other Public Sector Employers
959,Radius Child and Youth Services,131286.0,123593.78,6.223792168181919,0,Other Public Sector Employers
960,Niagara Peninsula Children's Centre School Authority,131040.95,126872.51,3.2855344313752477,0,School Boards
961,New Leaf Living and Learning Together Inc.,130548.36,137116.07,-4.789890783771744,0,Other Public Sector Employers
962,The Social Service Bureau of Sarnia-Lambton Incorporated,130540.62000000001,132738.79,-1.6560117807311592,0,Other Public Sector Employers
963,Lynwood Charlton Centre,130517.84,130136.38,0.2931232603826883,0,Other Public Sector Employers
964,Algoma Family Services,130422.86,328667.35000000003,-60.31767073912271,0,Other Public Sector Employers
965,Lansdowne Children's Centre,130379.45999999999,134533.29,-3.087585236338175,0,Other Public Sector Employers
966,Merrymount Children's Centre,130173.62,132417.66999999998,-1.6946756426087117,0,Other Public Sector Employers
967,Township of Minden Hills,129976.95999999999,127205.1,2.179047852641114,0,Municipalities and Services
968,Planned Parenthood of Toronto,129931.13,135463.0,-4.083675985324398,0,Other Public Sector Employers
969,Shalom Manor Long Term Care Home,129497.46,133579.0,-3.0555251948285234,0,Other Public Sector Employers
970,St. Leonard's Society of London,129064.0,125829.31,2.5706967637349365,0,Other Public Sector Employers
971,Gambling Research Exchange Ontario,128882.32,149805.48,-13.96688559056718,0,Other Public Sector Employers
972,City of Toronto - Yonge-Dundas Square Board of Mgmt.,128813.96999999999,130277.06,-1.123060345390059,0,Municipalities and Services
973,Ottawa Carleton Lifeskills Inc.,128350.99,131044.88,-2.055700306643038,0,Other Public Sector Employers
974,City of North Bay - Public Library Board,128175.12,121802.1,5.232274320393482,0,Municipalities and Services
975,Township of Mulmur,128143.06,127338.93000000001,0.6314879510924021,0,Municipalities and Services
976,Township of McKellar,128031.91,126752.35,1.0094960764041039,0,Municipalities and Services
977,Ontario Sailing Association,128000.0,126000.0,1.5873015873015817,0,Other Public Sector Employers
978,Tungasuvvingat Inuit,127926.13,132611.17,-3.532915062886488,0,Other Public Sector Employers
979,City of Toronto - 519 Church Street Community Centre,127677.66,125361.92,1.8472435648720253,0,Municipalities and Services
980,Halton Women's Place,127570.0,148398.0,-14.035229585304387,0,Other Public Sector Employers
981,Children First in Essex County,127393.06999999999,131019.56,-2.767899693755649,0,Other Public Sector Employers
982,Community Living Burlington,127320.20000000001,239883.42,-46.92413506527462,0,Other Public Sector Employers
983,Township of Laurentian Valley,127242.02,121711.08,4.54431921892402,0,Municipalities and Services
984,The Bernard Betel Centre for Creative Living,127205.12999999999,119381.27,6.553674625843731,0,Other Public Sector Employers
985,Ontario Craft Brewers,127132.62,153856.18,-17.369182050405772,0,Other Public Sector Employers
986,Municipality of McDougall,126928.88,134683.8,-5.757871399529845,0,Municipalities and Services
987,Catulpa Community Support Services Inc.,126893.73999999999,113964.31,11.345157093479518,0,Other Public Sector Employers
988,Municipality of South Dundas,126841.63,228906.76,-44.58808031706884,0,Municipalities and Services
989,Township of South Glengarry,125805.01000000001,329082.80000000005,-61.771016291340665,0,Municipalities and Services
990,Municipality of Temagami,125583.89,126143.53,-0.44365335265312833,0,Municipalities and Services
991,Community Living Dufferin,125575.31999999999,110105.78,14.049707472214434,0,Other Public Sector Employers
992,Township of Chatsworth,125168.24,109415.86,14.396797685454388,0,Municipalities and Services
993,Surex Community Services,125009.31,116811.22,7.018238487706907,0,Other Public Sector Employers
994,Autism Society Ontario,124988.91,118876.62000000001,5.141709109831694,0,Other Public Sector Employers
995,Community Living Upper Ottawa Valley,124898.24,117115.36,6.645481856521651,0,Other Public Sector Employers
996,Toronto Centre for the Promotion of Fashion Design,124328.44,131116.84,-5.177366995726862,0,Other Public Sector Employers
997,"Alzheimer Society of Brant, Haldimand Norfolk, Hamilton Halton",124058.17,117175.16,5.874120419378981,0,Other Public Sector Employers
998,Tourism Partnership of Niagara,123628.6,127809.14,-3.2709241295262537,0,Other Public Sector Employers
999,Ontario Tennis Association,123476.64,121467.6,1.6539719233770844,0,Other Public Sector Employers
1000,Community Living York South,123409.04,123404.4,0.003759995591723353,0,Other Public Sector Employers
1001,Rural Ontario Institute,122951.32,122967.6,-0.01323925977249063,0,Other Public Sector Employers
1002,Kitchener-Waterloo Counselling Services Incorporated,122941.0,128687.37,-4.465372165116122,0,Other Public Sector Employers
1003,Boundless Adventures Association,122912.83,117636.3,4.485460695380583,0,Other Public Sector Employers
1004,Toronto Bail Program,122901.0,122788.0,0.09202853699059599,0,Other Public Sector Employers
1005,Death Investigation Oversight Council,122685.43000000001,105096.47,16.73601406403089,0,Crown Agencies
1006,Thames Valley Family Health Team,122484.34000000001,129663.65,-5.536871744702532,0,Other Public Sector Employers
1007,Municipality of Trent Lakes,122369.8,112870.12999999999,8.41646058173231,0,Municipalities and Services
1008,Brain Injury Services of Northern Ontario,122368.08,115061.40000000001,6.3502443043453205,0,Other Public Sector Employers
1009,Hong Fook Mental Health Association,122013.72,120099.23999999999,1.5940816944387093,0,Other Public Sector Employers
1010,Raisin Region Conservation Authority,121848.32,113967.88,6.914614889739101,0,Other Public Sector Employers
1011,Albright Gardens Homes Incorporated,121722.12,249844.66,-51.28087988752692,0,Other Public Sector Employers
1012,Township of Ignace,121383.68,102407.14,18.530485276710195,0,Municipalities and Services
1013,Community Living North Halton,121370.33,110930.52,9.411125089830996,0,Other Public Sector Employers
1014,Haldimand-Norfolk Resource Education And Counselling Help,121107.44,122231.12999999999,-0.9193157258711282,0,Other Public Sector Employers
1015,Thunder Bay Counselling Centre,120872.0,114992.28,5.113143247529317,0,Other Public Sector Employers
1016,Community Living London,120843.49,108551.76999999999,11.323371327800569,0,Other Public Sector Employers
1017,Dixie Bloor Neighbourhood Centre,120836.08,120055.78,0.6499478825592542,0,Other Public Sector Employers
1018,Hospice Toronto,120591.20000000001,128863.83,-6.419667954925745,0,Other Public Sector Employers
1019,Youth Habilitation Quinte Inc.,120549.81,116769.47,3.2374386900959617,0,Other Public Sector Employers
1020,Hospice Niagara,120523.98,124888.0,-3.4943469348536316,0,Other Public Sector Employers
1021,Dave Smith Youth Treatment Centre,120263.19,103772.32,15.891395701666866,0,Other Public Sector Employers
1022,Ontario Public Health Association,120000.0,119999.89,9.166675070115815e-05,0,Other Public Sector Employers
1023,Links2Care,120000.0,111265.72,7.849928980821774,0,Other Public Sector Employers
1024,Community Living Oakville,119644.76000000001,118911.52,0.6166265472008048,0,Other Public Sector Employers
1025,Township of Whitewater Region,118965.55,113206.31999999999,5.087374980478132,0,Municipalities and Services
1026,Municipality of Huron East,118677.36,121858.29,-2.610351745457773,0,Municipalities and Services
1027,CHOICES Association Inc.,118670.66,118670.66,0.0,0,Other Public Sector Employers
1028,Town of Grand Valley,118392.51999999999,102938.92,15.012397643184894,0,Municipalities and Services
1029,North York Family Health Team,118234.97,111945.43,5.618398178469652,0,Other Public Sector Employers
1030,Rygiel Supports for Community Living,118061.33,131339.0,-10.109464820045833,0,Other Public Sector Employers
1031,Lutheran Community Care Centre of Thunder Bay,117949.0,119672.02,-1.439785172841579,0,Other Public Sector Employers
1032,"Canadian Mental Health Association, Middlesex",117903.0,112760.0,4.561014544164599,0,Other Public Sector Employers
1033,"Canadian Mental Health Association, Niagara Branch",117793.8,115940.1,1.5988428507479169,0,Other Public Sector Employers
1034,Township of Wellesley,117772.32,113929.81,3.3726993839452657,0,Municipalities and Services
1035,Town of Petrolia,117753.01,105933.08,11.15792158596729,0,Municipalities and Services
1036,Community Living Sarnia-Lambton,117639.6,123498.04,-4.743751398807616,0,Other Public Sector Employers
1037,Township of Melancthon,117538.39,118634.7,-0.9241056790298297,0,Municipalities and Services
1038,Family Services York Region,117439.39,114665.72,2.418918225952793,0,Other Public Sector Employers
1039,Catholic Family Services of Toronto,117381.65,237635.01,-50.604227045501425,0,Other Public Sector Employers
1040,St. Clair Region Conservation Authority,117324.07,109618.11,7.029823812871805,0,Other Public Sector Employers
1041,Township of Rideau Lakes,116953.53,215484.52000000002,-45.72532170756396,0,Municipalities and Services
1042,Municipality of Powassan,116890.36,112295.52,4.091739367696956,0,Municipalities and Services
1043,Pathways Health Centre for Children,116767.36,115437.34,1.1521575254592742,0,Other Public Sector Employers
1044,Municipality of Bluewater,116590.09,120451.84999999999,-3.2060611771425607,0,Municipalities and Services
1045,Community Living Durham North,116582.38,122788.45,-5.054278313636173,0,Other Public Sector Employers
1046,New Visions Toronto,116564.0,115320.49,1.0783079398986262,0,Other Public Sector Employers
1047,Township of North Frontenac,115929.59,111735.76000000001,3.7533462877059165,0,Municipalities and Services
1048,North York Seniors Centre,115647.48,113929.4,1.5080216344508068,0,Other Public Sector Employers
1049,Oakville Senior Citizens Residence,115641.24,112848.98000000001,2.474333396721873,0,Other Public Sector Employers
1050,Township of Greater Madawaska,115242.25,115529.95,-0.24902633472965174,0,Municipalities and Services
1051,The Protestant Separate School Board,115148.2,112938.28,1.9567501824890643,0,School Boards
1052,Owen Sound Family Y.M.C.A.,115118.17000000001,121672.91,-5.387181090679915,0,Other Public Sector Employers
1053,Blue Sky Family Health Team,115006.52,117599.3,-2.204758021518838,0,Other Public Sector Employers
1054,Algonquin Forestry Authority,114795.04000000001,115068.37,-0.23753703993546482,0,Crown Agencies
1055,Crest Support Services (Meadowcrest) Inc.,114786.43000000001,105363.34,8.94342377529036,0,Other Public Sector Employers
1056,Sunset Country Family Health Team,114737.59,116927.32999999999,-1.8727358266027228,0,Other Public Sector Employers
1057,Niagara Regional Housing,114452.66,216276.95,-47.080509504133474,0,Municipalities and Services
1058,Addiction Services of Thames Valley,114274.22,111984.5,2.044675825672293,0,Other Public Sector Employers
1059,Ontario Review Board,113981.34,236992.48,-51.90508154520346,0,Crown Agencies
1060,South Georgian Bay Community Health Centre,113918.43000000001,117686.22,-3.2015557981214693,0,Other Public Sector Employers
1061,Township of Adelaide Metcalfe,113643.02,111791.06000000001,1.656626209645018,0,Municipalities and Services
1062,Murray McKinnon Foundation,113548.94,109880.54,3.338534739636345,0,Other Public Sector Employers
1063,Mount Nemo Christian Nursing Home,113409.38,108860.02,4.1790916444806925,0,Other Public Sector Employers
1064,Township of South Stormont,113391.51,108364.26,4.639214072979403,0,Municipalities and Services
1065,Woodstock Police Service,113276.10999999999,5320792.589999999,-97.87106698703323,0,Municipalities and Services
1066,Municipality of Centre Hastings,113092.07,102443.86,10.394190535186798,0,Municipalities and Services
1067,Township of Essa,112863.18000000001,111106.67,1.5809221894599101,0,Municipalities and Services
1068,Municipality of Dysart et al,112531.71,107596.69,4.586590907211008,0,Municipalities and Services
1069,PARO Centre for Women's Enterprise / PARO Centre pour L'enterprise des Femmes,112529.04,109524.72,2.743051979498312,0,Other Public Sector Employers
1070,Ontario Brain Injury Association,112389.36,115046.92,-2.309979267589257,0,Other Public Sector Employers
1071,Brain Injury Community Re-Entry (Niagara) Inc.,112356.45,113123.47,-0.6780378996507075,0,Other Public Sector Employers
1072,South Huron Hospital Association,112346.34,530397.4500000001,-78.81846151409665,0,Hospitals and Boards of Public Health
1073,Zone 6 Regional Tourism Organization,112321.44,124940.47,-10.100034040211314,0,Other Public Sector Employers
1074,Township of Adjala-Tosorontio,112307.95,109915.63,2.1765057435416457,0,Municipalities and Services
1075,Women's Community House,112220.1,107991.2,3.9159672269592383,0,Other Public Sector Employers
1076,Woodgreen Red Door Family Shelter,112122.73,118418.68999999999,-5.316694518407516,0,Other Public Sector Employers
1077,Municipality of Whitestone,112121.77,108411.94,3.421975476132988,0,Municipalities and Services
1078,Breakaway Addiction Services,112070.26,109586.88,2.2661289380626393,0,Other Public Sector Employers
1079,Niagara Ina Grafton Gage Village,112000.0,106000.0,5.660377358490565,0,Other Public Sector Employers
1080,Madame Vanier Children's Services,111763.0,106183.18,5.254900069860402,0,Other Public Sector Employers
1081,Citizen Advocacy of Ottawa-Carleton,111653.45000000001,106917.61,4.429429352189973,0,Other Public Sector Employers
1082,City of Toronto - Eastview Neighbourhood Community Centre,111427.40000000001,105222.72,5.89671128060556,0,Municipalities and Services
1083,Community Living Newmarket Aurora District,110961.23999999999,110955.72,0.004974957577652539,0,Other Public Sector Employers
1084,Municipality of North Middlesex,110838.8,108521.18,2.1356384071754553,0,Municipalities and Services
1085,Ontario Highway Transport Board,110690.52,247326.99,-55.24527266514665,0,Crown Agencies
1086,Foyer Richelieu Welland,110671.46999999999,211721.59,-47.727829740934794,0,Other Public Sector Employers
1087,Township of Champlain,110670.53,213023.76,-48.04779992616787,0,Municipalities and Services
1088,Township of Sables-Spanish Rivers,110622.48000000001,115314.29000000001,-4.068715160974412,0,Municipalities and Services
1089,Township of East Hawkesbury,110495.92,108332.04,1.997451538806061,0,Municipalities and Services
1090,Charles H. Best Diabetes Centre,110494.91,112611.0,-1.8791148289243442,0,Other Public Sector Employers
1091,Town of Mattawa,110477.51999999999,110698.34,-0.19947905271209265,0,Municipalities and Services
1092,Township of Ashfield-Colborne-Wawanosh,110427.94,113396.59999999999,-2.6179444533610208,0,Municipalities and Services
1093,Association for Workplace Tragedy Family Support (Threads of Life),110400.40999999999,110278.07,0.11093774129342648,0,Other Public Sector Employers
1094,Vista Centre Brain Injury Services,110248.0,110248.0,0.0,0,Other Public Sector Employers
1095,Humber River Family Health Team,110196.29,103697.72,6.266839810942804,0,Other Public Sector Employers
1096,Sherwood Park Manor,110131.59999999999,134099.68,-17.87333124135718,0,Other Public Sector Employers
1097,Learning Disabilities Association of Ontario,110000.02,110000.0,1.81818181843596e-05,0,Other Public Sector Employers
1098,East York and East Toronto Family Resources Organization,109896.94,112021.42000000001,-1.896494438295826,0,Other Public Sector Employers
1099,Township of Alnwick/Haldimand,109826.1,102322.15000000001,7.333651609157932,0,Municipalities and Services
1100,Summerville Family Health Team,109819.06,121619.12000000001,-9.70247112460607,0,Other Public Sector Employers
1101,Township of Lucan Biddulph,109741.16,104436.44,5.07937650881245,0,Municipalities and Services
1102,Misiway Milopemahtesewin Community Health Centre,109552.40000000001,106543.82,2.823795880418034,0,Other Public Sector Employers
1103,Ontario Civilian Police Commission,109423.34,230855.58000000002,-52.600955107951044,0,Crown Agencies
1104,Brantwood Community Services,109119.49,109119.34,0.00013746417455440252,0,Other Public Sector Employers
1105,Township of East Zorra-Tavistock,108893.61,107450.25,1.3432821235874304,0,Municipalities and Services
1106,YWCA Peterborough Haliburton,108745.4,111354.27,-2.342855824029033,0,Other Public Sector Employers
1107,Dufferin Area Family Health Team,108712.0,104551.0,3.979875850063608,0,Other Public Sector Employers
1108,Saugeen Valley Conservation Authority,108484.7,110595.52,-1.9085944891800377,0,Other Public Sector Employers
1109,Mission Services of London,108314.13,101234.0,6.993826184878604,0,Other Public Sector Employers
1110,Windsor Public Library Board,108181.06,107871.91,0.28658990092971237,0,Other Public Sector Employers
1111,Dr. Roz's Healing Place,108109.6,109931.6,-1.6573942342329229,0,Other Public Sector Employers
1112,Community Living Wallaceburg / Integration Communautaire Wallaceburg,108045.06,135531.13,-20.280263287113453,0,Other Public Sector Employers
1113,"Canadian Mental Health Association, Elgin Branch",107947.32,107947.32,0.0,0,Other Public Sector Employers
1114,The George Hull Centre for Children and Families,107927.41,156792.62,-31.165503835575926,0,Other Public Sector Employers
1115,Canadian Mental Health Association Kenora Branch,107516.6,107220.36,0.27629080894711056,0,Other Public Sector Employers
1116,Keewaytinook Okimakanak Northern Chiefs Council,107451.0,101951.58,5.394148869492743,0,Other Public Sector Employers
1117,Municipality of Southwest Middlesex,107423.87000000001,105980.61,1.361815147129275,0,Municipalities and Services
1118,Matawa First Nations Management,107011.88,118876.05,-9.980286188849641,0,Other Public Sector Employers
1119,East Wellington Family Health Team,106938.88,103015.1,3.808936748107805,0,Other Public Sector Employers
1120,West Toronto Support Services,106144.8,107854.85,-1.5855105264158342,0,Other Public Sector Employers
1121,Toronto Foundation for Student Success,106090.0,103000.0,3.0000000000000027,0,Other Public Sector Employers
1122,Ajax Municipal Housing Corporation,106004.92000000001,105047.36,0.9115507519656063,0,Other Public Sector Employers
1123,Family Services of Peel,105940.0,103530.0,2.3278276827972677,0,Other Public Sector Employers
1124,Municipality of Central Huron,105818.57,133244.91,-20.583405399876064,0,Municipalities and Services
1125,Ottawa Foyers Partage,105675.36,108986.95999999999,-3.0385286459958083,0,Other Public Sector Employers
1126,Mary Centre of the Archdiocese of Toronto,105353.82,107841.0,-2.306339889281439,0,Other Public Sector Employers
1127,Leads Employment Services London Inc.,105296.1,104773.34,0.4989437198432478,0,Other Public Sector Employers
1128,Volunteer Mississauga Brampton Caledon,105214.27,103038.83,2.111281737185866,0,Other Public Sector Employers
1129,Punjabi Community Health Services,105143.4,105156.02,-0.01200121495660289,0,Other Public Sector Employers
1130,Lower Trent Region Conservation Authority,105117.16,103610.07999999999,1.4545688990878158,0,Other Public Sector Employers
1131,Houselink Community Homes,105108.96,103096.48,1.9520356078112533,0,Other Public Sector Employers
1132,"Cerebral Palsy Parent Council of Toronto, o/a Participation House, Markham",104943.15000000001,109760.61,-4.389060884410167,0,Other Public Sector Employers
1133,Trent Hills Family Health Team,104546.89,102007.64,2.489274332785274,0,Other Public Sector Employers
1134,Kristus Darzs Latvian Home,104094.29999999999,101609.41,2.4455313735213924,0,Other Public Sector Employers
1135,The Otonabee Region Conservation Authority,103991.93000000001,103037.0,0.9267835825965465,0,Other Public Sector Employers
1136,Belleville Nurse Practitioner-Led Clinic,103980.69,103271.65,0.6865775844580924,0,Other Public Sector Employers
1137,Niagara On The Lake Family Health Team,103264.98,212203.41999999998,-51.33679749365019,0,Other Public Sector Employers
1138,Township of Augusta,102925.0,114417.84,-10.044622412029447,0,Municipalities and Services
1139,John Noble Home,102863.19,108085.64000000001,-4.831770436849903,0,Other Public Sector Employers
1140,George Jeffrey Children's Centre,102797.58,101780.14,0.9996449209050073,0,Other Public Sector Employers
1141,Canadian Hearing Society,102598.08,1392482.44,-92.63200188003808,0,Other Public Sector Employers
1142,Elliot Lake Family Health Team,102119.13,113346.54000000001,-9.905383966727177,0,Other Public Sector Employers
1143,West Carleton Family Health Team,102049.41,101612.47,0.43000627777280975,0,Other Public Sector Employers
1144,Mushkegowuk Council,101999.0,103219.56,-1.1824890553689626,0,Other Public Sector Employers
1145,Champlain Health Supply Services,101932.26,101939.51,-0.00711206086825289,0,Other Public Sector Employers
1146,Eastholme,101831.2,250094.33000000002,-59.282883382442144,0,Other Public Sector Employers
1147,Township of Beckwith,101568.33,109145.74,-6.942469765654624,0,Municipalities and Services
